TrainingFile,DBFile,DTWDistance
evaluation_set\Evgeny\8.wav,class_reprentative\Tamir\5.wav,21.31928472779593
evaluation_set\Evgeny\8.wav,class_reprentative\Tamir\6.wav,32.874061197895486
evaluation_set\Evgeny\8.wav,class_reprentative\Tamir\7.wav,16.03568158380116
evaluation_set\Evgeny\8.wav,class_reprentative\Tamir\8.wav,25.266754823553704
evaluation_set\Evgeny\8.wav,class_reprentative\Tamir\9.wav,17.9605831581471
evaluation_set\Evgeny\9.wav,class_reprentative\Tamir\0.wav,10.601845839790995
evaluation_set\Evgeny\9.wav,class_reprentative\Tamir\1.wav,10.15778492602917
evaluation_set\Evgeny\9.wav,class_reprentative\Tamir\2.wav,18.2086672388517
evaluation_set\Evgeny\9.wav,class_reprentative\Tamir\3.wav,16.0893568452394
evaluation_set\Evgeny\9.wav,class_reprentative\Tamir\4.wav,8.187143287611065
evaluation_set\Evgeny\9.wav,class_reprentative\Tamir\5.wav,11.30247215321996
evaluation_set\Evgeny\9.wav,class_reprentative\Tamir\6.wav,17.442224482692176
evaluation_set\Evgeny\9.wav,class_reprentative\Tamir\7.wav,10.789694278151599
evaluation_set\Evgeny\9.wav,class_reprentative\Tamir\8.wav,13.635028656686783
evaluation_set\Evgeny\9.wav,class_reprentative\Tamir\9.wav,9.345842840788185
evaluation_set\Victoria\0.wav,class_reprentative\Tamir\0.wav,101.88061252719626
evaluation_set\Victoria\0.wav,class_reprentative\Tamir\1.wav,130.6988037846989
evaluation_set\Victoria\0.wav,class_reprentative\Tamir\2.wav,179.85797799540975
evaluation_set\Victoria\0.wav,class_reprentative\Tamir\3.wav,167.25369275949802
evaluation_set\Victoria\0.wav,class_reprentative\Tamir\4.wav,110.85666407966292
evaluation_set\Victoria\0.wav,class_reprentative\Tamir\5.wav,136.9834125892133
evaluation_set\Victoria\0.wav,class_reprentative\Tamir\6.wav,166.94973448826465
evaluation_set\Victoria\0.wav,class_reprentative\Tamir\7.wav,111.40841445772327
evaluation_set\Victoria\0.wav,class_reprentative\Tamir\8.wav,150.5381746993824
evaluation_set\Victoria\0.wav,class_reprentative\Tamir\9.wav,106.63859141487511
evaluation_set\Victoria\1.wav,class_reprentative\Tamir\0.wav,47.905882740534736
evaluation_set\Victoria\1.wav,class_reprentative\Tamir\1.wav,59.4693669752491
evaluation_set\Victoria\1.wav,class_reprentative\Tamir\2.wav,77.80896327349832
evaluation_set\Victoria\1.wav,class_reprentative\Tamir\3.wav,73.88399115161552
evaluation_set\Victoria\1.wav,class_reprentative\Tamir\4.wav,47.29312477866594
